"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
44,"admin.","married","university.degree","unknown","yes","yes","landline","no"
37,"unemployed","single","university.degree","no","no","yes","mobile","no"
54,"housemaid","divorced","basic.4y","no","yes","no","mobile","no"
47,"admin.","married","basic.6y","unknown","yes","no","landline","no"
34,"admin.","divorced","high.school","no","yes","no","landline","no"
57,"retired","married","basic.4y","no","yes","yes","landline","no"
39,"management","married","high.school","no","yes","no","mobile","no"
71,"management","married","unknown","no","yes","no","landline","yes"
38,"admin.","single","unknown","unknown","no","no","landline","no"
33,"entrepreneur","married","basic.6y","no","no","no","mobile","no"
34,"technician","married","university.degree","no","no","no","mobile","yes"
26,"unemployed","single","high.school","no","yes","no","mobile","yes"
19,"admin.","single","university.degree","no","no","no","mobile","yes"
39,"blue-collar","married","basic.4y","no","unknown","unknown","landline","no"
30,"technician","married","professional.course","unknown","no","no","landline","no"
50,"admin.","married","professional.course","unknown","yes","yes","mobile","no"
43,"blue-collar","married","basic.9y","unknown","yes","no","mobile","yes"
30,"services","single","basic.9y","no","no","no","landline","no"
41,"housemaid","married","high.school","no","no","yes","landline","no"
34,"services","divorced","professional.course","unknown","no","no","landline","no"
50,"blue-collar","married","basic.4y","unknown","no","yes","mobile","no"
35,"admin.","single","high.school","unknown","no","no","landline","yes"
35,"entrepreneur","divorced","university.degree","no","yes","no","landline","yes"
54,"entrepreneur","divorced","high.school","unknown","no","yes","mobile","no"
54,"blue-collar","single","basic.9y","no","yes","no","mobile","no"
56,"retired","divorced","high.school","no","yes","no","mobile","yes"
60,"admin.","single","university.degree","no","no","no","mobile","no"
52,"management","divorced","professional.course","no","yes","no","mobile","no"
54,"blue-collar","married","unknown","unknown","yes","no","mobile","no"
51,"entrepreneur","married","university.degree","no","yes","no","mobile","yes"
50,"blue-collar","divorced","basic.4y","no","no","no","landline","yes"
30,"technician","single","university.degree","no","no","no","landline","no"
30,"student","married","high.school","no","no","no","mobile","yes"
38,"services","divorced","high.school","no","no","no","landline","no"
51,"management","divorced","university.degree","no","yes","no","mobile","yes"
34,"services","married","basic.9y","no","yes","no","landline","no"
44,"technician","divorced","university.degree","unknown","no","no","mobile","yes"
27,"admin.","married","professional.course","no","no","no","mobile","no"
46,"blue-collar","married","basic.6y","unknown","yes","no","mobile","no"
30,"entrepreneur","single","high.school","no","yes","no","landline","no"
56,"housemaid","divorced","basic.4y","no","no","no","mobile","yes"
38,"technician","single","high.school","no","no","no","mobile","no"
39,"blue-collar","married","basic.4y","unknown","yes","no","mobile","no"
87,"retired","married","university.degree","no","yes","no","landline","yes"
56,"retired","married","high.school","unknown","yes","yes","landline","no"
60,"housemaid","married","basic.4y","no","unknown","unknown","mobile","yes"
38,"management","single","basic.9y","unknown","yes","no","mobile","no"
37,"services","married","high.school","unknown","yes","no","landline","no"
43,"services","divorced","professional.course","no","no","no","mobile","no"
47,"unemployed","divorced","basic.9y","no","no","no","mobile","no"
39,"blue-collar","married","high.school","no","yes","yes","landline","no"
25,"technician","divorced","university.degree","no","yes","no","landline","no"
39,"blue-collar","married","basic.9y","no","yes","yes","landline","no"
53,"management","married","university.degree","no","no","yes","landline","no"
41,"blue-collar","divorced","basic.9y","no","yes","no","mobile","no"
37,"technician","single","high.school","unknown","no","no","landline","no"
33,"housemaid","married","basic.4y","no","unknown","unknown","landline","no"
45,"technician","married","professional.course","unknown","no","no","landline","no"
54,"services","married","high.school","unknown","no","no","landline","no"
56,"housemaid","married","basic.9y","unknown","no","no","mobile","no"
38,"technician","single","basic.6y","no","yes","no","mobile","no"
27,"admin.","married","high.school","no","no","no","mobile","no"
60,"blue-collar","divorced","basic.4y","unknown","no","no","mobile","no"
47,"admin.","single","university.degree","no","yes","yes","landline","no"
38,"technician","divorced","basic.9y","no","no","no","landline","no"
37,"admin.","married","professional.course","unknown","yes","no","mobile","no"
27,"self-employed","single","university.degree","no","no","yes","landline","no"
55,"housemaid","married","university.degree","no","yes","no","landline","no"
44,"management","married","university.degree","no","no","no","mobile","no"
59,"blue-collar","married","basic.9y","unknown","no","no","mobile","no"
32,"unknown","single","professional.course","no","no","no","landline","no"
26,"technician","single","basic.9y","no","yes","no","landline","no"
44,"services","married","high.school","no","yes","no","landline","no"
48,"technician","married","unknown","unknown","no","no","mobile","no"
54,"technician","married","university.degree","unknown","no","no","landline","no"
34,"blue-collar","single","high.school","no","no","yes","landline","no"
54,"entrepreneur","married","basic.9y","no","yes","yes","mobile","no"
56,"retired","married","basic.4y","no","yes","yes","mobile","yes"
55,"admin.","divorced","unknown","no","no","no","mobile","no"
59,"retired","married","basic.9y","no","no","no","landline","no"
56,"management","married","unknown","no","no","no","mobile","yes"
44,"admin.","married","basic.9y","no","no","no","mobile","yes"
47,"blue-collar","married","basic.4y","no","no","yes","mobile","no"
45,"technician","married","basic.9y","no","no","no","mobile","yes"
31,"student","married","high.school","no","no","no","mobile","yes"
43,"management","married","university.degree","unknown","no","no","mobile","no"
40,"technician","married","high.school","no","no","no","mobile","yes"
44,"retired","married","basic.4y","no","yes","no","mobile","yes"
34,"admin.","single","university.degree","no","no","no","mobile","no"
70,"retired","married","basic.9y","no","yes","no","mobile","yes"
27,"blue-collar","married","basic.9y","no","no","no","mobile","no"
37,"housemaid","married","basic.4y","no","yes","no","landline","no"
42,"entrepreneur","single","basic.4y","no","yes","no","mobile","no"
33,"technician","married","high.school","unknown","yes","no","landline","no"
29,"technician","single","basic.9y","no","no","no","mobile","no"
38,"technician","divorced","professional.course","no","yes","yes","mobile","no"
60,"self-employed","divorced","university.degree","no","no","no","mobile","no"
41,"admin.","married","high.school","no","no","no","mobile","no"
32,"services","single","unknown","unknown","yes","no","mobile","yes"
36,"management","married","high.school","no","no","no","mobile","yes"
38,"blue-collar","married","high.school","no","no","no","landline","no"
45,"services","single","high.school","unknown","yes","no","mobile","no"
43,"housemaid","married","basic.4y","no","no","no","landline","no"
27,"blue-collar","married","basic.9y","no","no","yes","mobile","no"
34,"services","divorced","basic.9y","no","yes","no","mobile","no"
33,"admin.","married","university.degree","no","no","no","mobile","yes"
41,"admin.","divorced","high.school","no","no","no","mobile","no"
28,"student","single","high.school","no","yes","yes","landline","no"
35,"services","married","university.degree","no","yes","no","mobile","no"
41,"admin.","married","university.degree","no","yes","no","mobile","no"
49,"admin.","married","university.degree","unknown","no","no","landline","no"
29,"admin.","divorced","high.school","no","yes","yes","mobile","no"
25,"blue-collar","single","basic.4y","no","no","yes","mobile","no"
59,"unemployed","married","basic.9y","no","yes","no","mobile","yes"
32,"self-employed","married","professional.course","unknown","yes","yes","mobile","yes"
42,"retired","married","basic.9y","unknown","no","no","landline","no"
41,"technician","single","high.school","no","unknown","unknown","mobile","yes"
53,"housemaid","married","basic.4y","no","unknown","unknown","landline","no"
42,"admin.","married","basic.9y","no","yes","no","mobile","no"
45,"blue-collar","married","unknown","unknown","no","no","landline","no"
22,"student","single","basic.9y","no","yes","no","mobile","no"
37,"blue-collar","married","basic.6y","no","no","no","landline","no"
34,"blue-collar","married","high.school","no","yes","no","landline","no"
